 39, 38, 36, 34, 34, 35, 37, 37, 37, 35, 37, 37, 38, 41, 42, 42, 41, 36, 36, 33, 30, 28, 30, 29
 28, 26, 25, 27, 25, 28, 27, 25, 34, 47, 49, 41, 44, 44, 44, 44, 42, 42, 38, 36, 36, 32, 32, 34
 33, 30, 32, 30, 27, 26, 23, 29, 35, 40, 48, 51, 53, 52, 55, 56, 56, 54, 49, 47, 47, 45, 42, 43
