1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0.96
13,0.48
14,0
15,0.03
16,0.12
17,0
18,0
19,0
20,1
21,0
22,0
23,0.01
24,0.59
25,2.11
26,0
27,0
28,0
29,0
30,0
